cod_enc,city,school,cod_inst,gender,ida_time,ida_time_g1,ida_bythemself,vuelta_bythemself,parent_studies,family_vehicle,household_income,walk,mode_ida,mode_vuelta,mode_ida_g1,mode_vuelta_g1,mode_ida_g2,mode_vuelta_g2,mode_active,motiv_modo_distancia,motiv_modo_seguridad_vial,motiv_modo_seguridad_personal,motiv_modo_relaciones_sociales,motiv_modo_costo,motiv_modo_salud,motiv_modo_conveniencia,motiv_modo_na,preocupa_distancia,preocupa_trafico,preocupa_velocidad,preocupa_tiempo,preocupa_seguridad_cruces,preocupa_falta_policias,preocupa_violencia,preocupa_frio_calor,preocupa_lluvia,preocupa_peso,preocupa_falta_otros_adultos,preocupa_aceras,preocupa_falta_otros_ninos,preocupa_aburrido_caminar,preocupa_falta_otros_adultos_bici,preocupa_falta_ciclovias,preocupa_falta_lugares_bici,preocupa_falta_otrosninos_bici,preocupa_aburrido_bici,bnfam_obesity,bnfam_cvrisk,bnfam_traffic,bnfam_academic,bnfam4l_obesity,bnfam4l_cvrisk,bnfam4l_traffic,bnfam4l_academic,improve_menor_distancia,improve_menor_trafico,improve_seguridad_intersecciones,improve_menor_crimen,improve_mas_gente,improve_veredas,improve_ciclovia,improve_lugares_bici,improve_masninos_bici,dens_cat,emaps_cat
I-CGR-012,Ibarra,Velasco Ibarra,10H00090,Female,0-5,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
LC_061,Cuenca,Luis Cordero,01H00481,Female,16-30,more_15,No,No,NA,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,A lot,A lot,Some,NA,Some,Some,Disagree,Disagree,Agree,Disagree,Totally disagree,Totally disagree,Somehow agree,Totally disagree,No,No,No,Yes,No,No,No,No,No,High,High
LC_062,Cuenca,Luis Cordero,01H00481,Male,6-15,less_15,No,No,Yes,Yes,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,1,0,0,0,0,0,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A lot,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,NA,Yes,NA,NA,NA,NA,NA,NA,NA,High,High
LC_063,Cuenca,Luis Cordero,01H00481,Female,16-30,more_15,No,No,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,Some,A lot,A little,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_064,Cuenca,Luis Cordero,01H00481,Male,31-60,more_15,No,Yes,No,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_065,Cuenca,Luis Cordero,01H00481,Male,0-5,less_15,No,Yes,Yes,Yes,high,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,Some,Some,Some,Some,A lot,A lot,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_066,Cuenca,Luis Cordero,01H00481,Male,6-15,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A little,Some,A little,A little,A little,A lot,A lot,A little,A little,A little,A little,A lot,A little,Not at all,A little,Some,A little,Not at all,Not at all,Disagree,NA,NA,NA,Somehow disagree,NA,NA,NA,NA,NA,No,NA,No,Yes,Yes,No,NA,High,High
LC_067,Cuenca,Luis Cordero,01H00481,Female,6-15,less_15,No,No,Yes,No,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot,Some,A lot,Some,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_068,Cuenca,Luis Cordero,01H00481,NA,6-15,less_15,Yes,Yes,Yes,Yes,high,No,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A little,Some,Some,Some,Some,A lot,A little,Some,Some,A lot,A little,Some,Some,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,High,High
LC_069,Cuenca,Luis Cordero,01H00481,Female,6-15,less_15,No,No,Yes,Yes,NA,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A little,A lot,A lot,Not at all,A lot,A little,A lot,Not at all,A lot,A lot,A lot,A lot,A lot,Not at all,A little,Some,Some,A little,Not at all,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,No,No,No,No,No,No,No,No,No,High,High
LC_070,Cuenca,Luis Cordero,01H00481,Male,6-15,less_15,No,Yes,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,Some,A lot,Some,Some,Some,A lot,Some,Some,Some,Some,A lot,Some,Some,Some,A lot,A lot,Some,A little,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Somehow agree,Somehow agree,NA,Yes,Yes,No,Yes,Yes,Yes,No,No,High,High
LC_071,Cuenca,Luis Cordero,01H00481,Male,16-30,more_15,No,No,No,No,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,Not at all,NA,A lot,A lot,NA,A little,A lot,A lot,A little,A lot,A little,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Disagree,Disagree,Totally agree,Totally agree,Totally disagree,Totally disagree,Yes,No,Yes,No,No,No,No,No,No,High,High
LC_072,Cuenca,Luis Cordero,01H00481,Male,31-60,more_15,No,No,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_073,Cuenca,Luis Cordero,01H00481,Male,6-15,less_15,No,No,Yes,No,mid,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_074,Cuenca,Luis Cordero,01H00481,Male,16-30,more_15,No,No,No,No,NA,No,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
LC_075,Cuenca,Luis Cordero,01H00481,Male,6-15,less_15,Yes,Yes,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,High
I-DLJ-001,Ibarra,Velasco Ibarra,10H00090,Female,0-5,less_15,No,No,Yes,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-003,Ibarra,Velasco Ibarra,10H00090,Male,6-15,less_15,Yes,Yes,Yes,No,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A little,A little,Some,NA,A little,A little,A lot,A little,Some,A lot,A little,A little,A little,A little,A little,A little,Some,Some,A little,Disagree,Disagree,Disagree,Disagree,Somehow disagree,Somehow disagree,Somehow disagree,Somehow disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-DLJ-004,Ibarra,Velasco Ibarra,10H00090,Male,6-15,less_15,No,No,Yes,No,mid,No,Other,Other,Other,Other,Other,Other,No,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-ABP-021,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,Yes,Yes,Yes,No,low,Yes,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
NS_001,Cuenca,Nicolás Sojos,01H00892,NA,6-15,less_15,No,No,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A little,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A little,A little,Not at all,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,Yes,No,Yes,Yes,No,No,No,No,No,Low,Low
I-ABP-022,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,Yes,Yes,Yes,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,Some,A lot,A lot,A lot,Not at all,Some,A lot,Some,Some,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-ABP-023,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,Yes,Yes,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,Disagree,Disagree,Agree,NA,Totally disagree,Somehow disagree,Somehow agree,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
NS_002,Cuenca,Nicolás Sojos,01H00892,Male,6-15,less_15,No,Yes,No,Yes,mid,Yes,Motorbike,Motorbike,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,Some,A little,A lot,A little,A little,A little,A little,A little,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_003,Cuenca,Nicolás Sojos,01H00892,Male,16-30,more_15,No,No,NA,NA,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A little,A lot,Some,A lot,A little,Not at all,A lot,A lot,NA,A lot,Not at all,Some,A little,Some,Not at all,A lot,Not at all,A little,Not at all,Disagree,Agree,Agree,Agree,Somehow disagree,Somehow agree,Somehow agree,Somehow agree,No,Yes,No,Yes,Yes,Yes,No,No,No,Low,Low
NS_004,Cuenca,Nicolás Sojos,01H00892,Female,16-30,more_15,No,No,No,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,No,No,No,No,No,No,No,Low,Low
NS_006,Cuenca,Nicolás Sojos,01H00892,Female,31-60,more_15,No,No,No,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,NA,A little,NA,NA,NA,NA,NA,A little,NA,NA,NA,Agree,NA,NA,NA,Totally agree,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Low,Low
NS_007,Cuenca,Nicolás Sojos,01H00892,Female,16-30,more_15,No,No,NA,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,1,0,0,0,0,0,0,A lot,A lot,A lot,Some,A lot,A lot,A lot,A little,A little,A lot,A lot,A little,NA,NA,A little,A lot,A lot,Some,A little,Disagree,Agree,Agree,Disagree,Totally disagree,Totally agree,Totally agree,Totally disagree,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Low,Low
NS_008,Cuenca,Nicolás Sojos,01H00892,Male,0-5,less_15,Yes,Yes,No,No,low,Yes,Bicycle,Bicycle,Active,Active,Active,Active,Yes,0,0,0,0,0,0,1,0,A lot,A little,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,NA,NA,NA,NA,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_009,Cuenca,Nicolás Sojos,01H00892,Male,16-30,more_15,No,No,Yes,No,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Not at all,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_010,Cuenca,Nicolás Sojos,01H00892,Male,6-15,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,1,0,0,0,0,0,A lot,A lot,Some,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,Some,A lot,Some,A lot,Some,Some,Some,Some,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,No,No,No,Yes,Yes,No,No,Low,Low
NS_011,Cuenca,Nicolás Sojos,01H00892,Female,6-15,less_15,No,No,Yes,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,1,0,Some,Not at all,A little,A lot,A little,A little,A lot,A little,A little,A lot,Some,A lot,A lot,Some,Some,Not at all,A little,A little,A little,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_012,Cuenca,Nicolás Sojos,01H00892,NA,6-15,less_15,No,No,No,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Low,Low
NS_013,Cuenca,Nicolás Sojos,01H00892,Male,16-30,more_15,No,No,Yes,Yes,NA,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,1,1,0,0,0,0,0,NA,A lot,NA,NA,A lot,A lot,A lot,NA,A lot,NA,NA,NA,Some,NA,NA,NA,A little,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,Low,Low
NS_014,Cuenca,Nicolás Sojos,01H00892,Female,16-30,more_15,Yes,Yes,Yes,Yes,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,A lot,A lot,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
I-DLJ-005,Ibarra,Velasco Ibarra,10H00090,Male,0-5,less_15,Yes,Yes,Yes,Yes,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,Some,Some,Some,Some,A lot,A lot,A lot,NA,NA,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Somehow agree,Totally disagree,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,High,Low
I-DLJ-006,Ibarra,Velasco Ibarra,10H00090,Male,6-15,less_15,No,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A little,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,A lot,A little,Some,Not at all,A lot,Some,A lot,A lot,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,High,Low
NS_015,Cuenca,Nicolás Sojos,01H00892,Male,16-30,more_15,No,No,Yes,No,mid,No,School bus,School bus,School bus,School bus,Motorised,Motorised,No,1,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,Some,A little,A lot,A lot,A little,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_016,Cuenca,Nicolás Sojos,01H00892,Female,6-15,less_15,No,No,Yes,No,high,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,A lot,Not at all,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_017,Cuenca,Nicolás Sojos,01H00892,Female,0-5,less_15,No,No,Yes,No,high,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,1,0,0,0,0,0,A lot,A lot,A lot,Some,A lot,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_018,Cuenca,Nicolás Sojos,01H00892,Female,6-15,less_15,No,Yes,Yes,Yes,NA,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,Some,A lot,A little,NA,NA,NA,NA,Not at all,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Totally agree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Low,Low
NS_019,Cuenca,Nicolás Sojos,01H00892,Male,16-30,more_15,Yes,Yes,No,Yes,mid,Yes,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,1,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,Low
NS_020,Cuenca,Nicolás Sojos,01H00892,Male,16-30,more_15,Yes,Yes,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,A lot,Some,A lot,A little,Some,Some,A lot,Some,A little,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Somehow agree,Somehow disagree,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Low,Low
IM_034,Cuenca,Isabel Moscoso,01H00491,Female,6-15,less_15,No,No,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,Some,Some,Not at all,Agree,Agree,Agree,Disagree,Totally agree,Totally agree,Totally agree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_033,Cuenca,Isabel Moscoso,01H00491,Female,0-5,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,NA,Disagree,Agree,Totally agree,NA,Somehow disagree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_032,Cuenca,Isabel Moscoso,01H00491,NA,0-5,less_15,No,Yes,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A little,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_031,Cuenca,Isabel Moscoso,01H00491,NA,0-5,less_15,No,No,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_030,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,Yes,Yes,No,No,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,NA,A lot,A lot,Some,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,Some,Some,NA,NA,NA,NA,NA,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Low,High
I-AGB-023,Ibarra,Ana Luisa Leoro,10H00050,Male,16-30,more_15,No,No,No,Yes,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,No,No,Yes,No,No,No,No,High,Low
I-AGB-022,Ibarra,Ana Luisa Leoro,10H00050,Male,16-30,more_15,Yes,Yes,No,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-021,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,Yes,No,No,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,Some,Some,A lot,A lot,A lot,A lot,A little,Some,A lot,Some,Some,Some,A little,A little,A lot,A lot,A little,A little,Disagree,Agree,Agree,Agree,Somehow disagree,Somehow agree,Somehow agree,Somehow agree,No,Yes,No,Yes,No,No,Yes,Yes,No,High,Low
I-AGB-020,Ibarra,Ana Luisa Leoro,10H00050,Female,>60,more_15,No,No,Yes,Yes,low,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-019,Ibarra,Ana Luisa Leoro,10H00050,Female,31-60,more_15,No,No,Yes,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-018,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,Yes,Yes,Yes,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,Some,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,Some,Some,Some,A lot,A lot,NA,NA,NA,Agree,Agree,Agree,Disagree,Totally agree,Totally agree,Totally agree,Totally disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
